rank,title,author,price,format,rating,review_count,isbn10,isbn13,page_count,category,target_age_range,timestamp,asin,product_url,image_url,category_ranks,source_file,clean_title,reference_asin,category_ranks_dict,primary_category_rank,series_name,book_number,series_asin,standardized_format
3,Jonty Gentoo: The Adventures of a Penguin The Number One Bestseller by the creators of Stick Man and Zog,Julia Donaldson,6.49,Hardcover,4.8,300.0,0702329436,9780702329432.0,40.0,Educational Books,3-6,2025-01-18T12:28:31.436130,0702329436,https://www.amazon.co.uk/Jonty-Gentoo-Adventures-Julia-Donaldson/dp/0702329436,https://images-eu.ssl-images-amazon.com/images/P/0702329436.01.L.jpg,,bestsellers_20250118.csv,Jonty Gentoo: The Adventures of a Penguin The Number One Bestseller by the creators of Stick Man and Zog,0702329436,{},,,,,Hardcover
4,KS2 Maths SATS Question Book - Ages 10-11 (for the 2025 tests),,5.95,Paperback,4.6,1028.0,1782944214,9781782944218.0,104.0,Educational Books,10-11,2025-01-18T12:28:31.438730,1782944214,https://www.amazon.co.uk/Maths-Targeted-SATS-Question-Book/dp/1782944214,https://images-eu.ssl-images-amazon.com/images/P/1782944214.01.L.jpg,,bestsellers_20250118.csv,KS2 Maths SATS Question Book - Ages 10-11 (for the 2025 tests),1782944214,{},,,,,Paperback
5,"Minecraft Annual 2025: The new official fully illustrated annual – the perfect Christmas present for kids, teens, gamers and Minecraft fans of all ages! New for 2024.",Mojang AB,2.99,Hardcover,4.7,98.0,0008615675,9780008615673.0,72.0,Educational Books,7-11,2025-01-18T12:28:31.440656,0008615675,https://www.amazon.co.uk/Minecraft-Annual-2025-Mojang-AB/dp/0008615675,https://images-eu.ssl-images-amazon.com/images/P/0008615675.01.L.jpg,,bestsellers_20250118.csv,"Minecraft Annual 2025: The new official fully illustrated annual – the perfect Christmas present for kids, teens, gamers and Minecraft fans of all ages! New for 2024.",0008615675,{},,,,,Hardcover
6,Little Wandle at Home More Phonics Flashcards for Reception,,6.44,Cards,4.7,481.0,000858754X,9780008587543.0,43.0,Educational Books,4-5,2025-01-18T12:28:31.445161,000858754X,https://www.amazon.co.uk/Little-Wandle-Phonics-Flashcards-Reception/dp/000858754X,https://images-eu.ssl-images-amazon.com/images/P/000858754X.01.L.jpg,,bestsellers_20250118.csv,Little Wandle at Home More Phonics Flashcards for Reception,000858754X,{},,,,,Cards
7,"Lottie Brooks’s Essential Guide to Life: Write Your own Diary with Lottie: activities and advice from the hilarious Lottie Brooks! (Lottie Brooks, 7)",Katie Kirby,4.0,Paperback,4.7,184.0,0241647207,9780241647202.0,320.0,Educational Books,10-12,2025-01-18T12:28:31.447059,0241647207,https://www.amazon.co.uk/Lottie-Brookss-Essential-Guide-Life/dp/0241647207,https://images-eu.ssl-images-amazon.com/images/P/0241647207.01.L.jpg,,bestsellers_20250118.csv,"Lottie Brooks’s Essential Guide to Life: Write Your own Diary with Lottie: activities and advice from the hilarious Lottie Brooks! (Lottie Brooks, 7)",0241647207,{},,,,,Paperback
8,KS2 Maths SATS Revision Book - Ages 10-11 (for the 2025 tests) (CGP SATS Maths),CGP Books,6.07,Paperback,4.6,1788.0,1782944192,9781782944195.0,112.0,Educational Books,10-11,2025-01-18T12:28:31.449461,1782944192,https://www.amazon.co.uk/Maths-Targeted-SATs-Revision-Book/dp/1782944192,https://images-eu.ssl-images-amazon.com/images/P/1782944192.01.L.jpg,,bestsellers_20250118.csv,KS2 Maths SATS Revision Book - Ages 10-11 (for the 2025 tests) (CGP SATS Maths),1782944192,{},,,,,Paperback
9,Klutz: Lego Chain Reactions: Design and Build Amazing Moving Machines,,12.99,Spiral-bound,4.5,22592.0,0545703301,9780281079544.0,48.0,Educational Books,8-12,2025-01-18T12:28:31.451813,0545703301,https://www.amazon.co.uk/Lego-Chain-Reactions-Klutz-Murphy/dp/0545703301,https://images-eu.ssl-images-amazon.com/images/P/0545703301.01.L.jpg,,bestsellers_20250118.csv,Klutz: Lego Chain Reactions: Design and Build Amazing Moving Machines,0545703301,{},,,,,Spiral-Bound
10,KS2 English SATS Question Book - Ages 10-11 (for the 2025 tests) (CGP SATS English),CGP Books,6.07,Paperback,4.7,829.0,1782946780,9781782946786.0,88.0,Educational Books,10-11,2025-01-18T12:28:31.453426,1782946780,https://www.amazon.co.uk/English-Targeted-SATS-Question-Book/dp/1782946780,https://images-eu.ssl-images-amazon.com/images/P/1782946780.01.L.jpg,,bestsellers_20250118.csv,KS2 English SATS Question Book - Ages 10-11 (for the 2025 tests) (CGP SATS English),1782946780,{},,,,,Paperback
11,The Highway Rat,Julia Donaldson,4.0,Paperback,4.8,8479.0,1407170732,9781407170732.0,32.0,Educational Books,2-4,2025-01-18T12:28:31.455246,1407170732,https://www.amazon.co.uk/Highway-Rat-Julia-Donaldson/dp/1407170732,https://images-eu.ssl-images-amazon.com/images/P/1407170732.01.L.jpg,,bestsellers_20250118.csv,The Highway Rat,1407170732,{},,,,,Paperback
12,Lower Case Letters Age 3-5 Wipe Clean Activity Book: The ideal home learning resource packed with letter writing practice and early childhood education activities (Collins Easy Learning Preschool),Collins Easy Learning,4.99,Product Bundle,4.7,6158.0,0008212929,9780008212926.0,24.0,Educational Books,3-4,2025-01-18T12:28:31.457127,0008212929,https://www.amazon.co.uk/Letters-Activity-Collins-Learning-Preschool/dp/0008212929,https://images-eu.ssl-images-amazon.com/images/P/0008212929.01.L.jpg,,bestsellers_20250118.csv,Lower Case Letters Age 3-5 Wipe Clean Activity Book: The ideal home learning resource packed with letter writing practice and early childhood education activities (Collins Easy Learning Preschool),0008212929,{},,,,,Product Bundle
13,KS2 English SATS Revision Book - Ages 10-11 (for the 2025 tests) (CGP SATS English),CGP Books,6.07,Paperback,4.6,1433.0,1782946772,9781782946779.0,80.0,Educational Books,10-11,2025-01-18T12:28:31.458874,1782946772,https://www.amazon.co.uk/English-Targeted-SATS-Revision-Book/dp/1782946772,https://images-eu.ssl-images-amazon.com/images/P/1782946772.01.L.jpg,,bestsellers_20250118.csv,KS2 English SATS Revision Book - Ages 10-11 (for the 2025 tests) (CGP SATS English),1782946772,{},,,,,Paperback
14,"KS2 English SAT Buster 10-Minute Tests: Grammar, Punctuation & Spelling - Book 1 (for 2025)",Cgp Books,4.95,Paperback,4.7,1139.0,1782942386,9781782942382.0,76.0,Educational Books,10-11,2025-01-18T12:28:31.462136,1782942386,https://www.amazon.co.uk/KS2-English-Buster-10-Minute-Tests/dp/1782942386,https://images-eu.ssl-images-amazon.com/images/P/1782942386.01.L.jpg,,bestsellers_20250118.csv,"KS2 English SAT Buster 10-Minute Tests: Grammar, Punctuation & Spelling - Book 1 (for 2025)",1782942386,{},,,,,Paperback
15,Superworm,Julia Donaldson,4.0,Paperback,4.8,8406.0,,9781407170725.0,32.0,Educational Books,2-5,2025-01-18T12:28:31.464026,1407170724,https://www.amazon.co.uk/Superworm-Julia-Donaldson/dp/1407170724,https://images-eu.ssl-images-amazon.com/images/P/1407170724.01.L.jpg,,bestsellers_20250118.csv,Superworm,1407170724,{},,,,,Paperback
16,Year 6 Maths KS2 SATs Targeted Practice Workbook: for the 2025 tests,Collins KS2,5.51,Paperback,4.6,1949.0,0008175497,9780008175498.0,128.0,Educational Books,9-11,2025-01-18T12:28:31.465648,0008175497,https://www.amazon.co.uk/Year-Maths-Targeted-Practice-Workbook/dp/0008175497,https://images-eu.ssl-images-amazon.com/images/P/0008175497.01.L.jpg,,bestsellers_20250118.csv,Year 6 Maths KS2 SATs Targeted Practice Workbook: for the 2025 tests,0008175497,{},,,,,Paperback
17,Ultimate Football Heroes 2025,,4.35,Paperback,4.3,67.0,1789467527,9781789467529.0,336.0,Educational Books,,2025-01-18T12:28:31.468220,1789467527,https://www.amazon.co.uk/Ultimate-Football-Heroes-2025/dp/1789467527,https://images-eu.ssl-images-amazon.com/images/P/1789467527.01.L.jpg,,bestsellers_20250118.csv,Ultimate Football Heroes 2025,1789467527,{},,,,,Paperback
18,Paddington’s Suitcase: Eight funny Paddington Bear picture books for children in a gift-set carry case!,Michael Bond,10.0,Paperback,4.8,3249.0,0007251947,9780007251940.0,192.0,Educational Books,2-5,2025-01-18T12:28:31.469839,0007251947,https://www.amazon.co.uk/Paddington-Suitcase-Eight-book-Bear/dp/0007251947,https://images-eu.ssl-images-amazon.com/images/P/0007251947.01.L.jpg,,bestsellers_20250118.csv,Paddington’s Suitcase: Eight funny Paddington Bear picture books for children in a gift-set carry case!,0007251947,{},,,,,Paperback
19,Zog and the Flying Doctors,Julia Donaldson,4.0,Paperback,4.9,9364.0,1407173502,9781407173504.0,32.0,Educational Books,2-4,2025-01-18T12:28:31.471447,1407173502,https://www.amazon.co.uk/Zog-Flying-Doctors-Julia-Donaldson/dp/1407173502,https://images-eu.ssl-images-amazon.com/images/P/1407173502.01.L.jpg,,bestsellers_20250118.csv,Zog and the Flying Doctors,1407173502,{},,,,,Paperback
20,Numbers 0-20 Age 3-5 Wipe Clean Activity Book: The ideal home learning resource packed with number writing and early childhood educational activities (Collins Easy Learning Preschool),Collins Easy Learning,4.99,Paperback,4.7,6173.0,0008212953,9780008212957.0,24.0,Educational Books,3-4,2025-01-18T12:28:31.473150,0008212953,https://www.amazon.co.uk/NUMBERS-0-20-AGE-3-5_EASY-LEAR/dp/0008212953,https://images-eu.ssl-images-amazon.com/images/P/0008212953.01.L.jpg,,bestsellers_20250118.csv,Numbers 0-20 Age 3-5 Wipe Clean Activity Book: The ideal home learning resource packed with number writing and early childhood educational activities (Collins Easy Learning Preschool),0008212953,{},,,,,Paperback
21,Bluey,Bluey,1.0,Paperback,,,0241734401,9780241734407.0,16.0,Educational Books,3-6,2025-01-18T12:28:31.475412,0241734401,https://www.amazon.co.uk/Bluey-Blueys-Little-Book-World/dp/0241734401,https://images-eu.ssl-images-amazon.com/images/P/0241734401.01.L.jpg,,bestsellers_20250118.csv,Bluey,0241734401,{},,,,,Paperback
22,KS2 Maths SAT Buster 10-Minute Tests - Book 1 (for the 2025 tests),CGP Books,4.95,Paperback,4.7,1099.0,1782942408,9781782942405.0,72.0,Educational Books,10-11,2025-01-18T12:28:31.480865,1782942408,https://www.amazon.co.uk/KS2-Maths-SAT-Buster-10-Minute/dp/1782942408,https://images-eu.ssl-images-amazon.com/images/P/1782942408.01.L.jpg,,bestsellers_20250118.csv,KS2 Maths SAT Buster 10-Minute Tests - Book 1 (for the 2025 tests),1782942408,{},,,,,Paperback
23,Little Wandle at Home First Phonics Flashcards for Reception,,6.44,Cards,4.7,648.0,000856373X,9780008563738.0,43.0,Educational Books,4+,2025-01-18T12:28:31.483177,000856373X,https://www.amazon.co.uk/Little-Wandle-Phonics-Flashcards-Reception/dp/000856373X,https://images-eu.ssl-images-amazon.com/images/P/000856373X.01.L.jpg,,bestsellers_20250118.csv,Little Wandle at Home First Phonics Flashcards for Reception,000856373X,{},,,,,Cards
24,KS3 Maths Year 7 Targeted Workbook (with answers) (CGP KS3 Targeted Workbooks),CGP Books,5.51,Paperback,4.6,3663.0,1789083168,9781789083163.0,96.0,Educational Books,10-11,2025-01-18T12:28:31.485069,1789083168,https://www.amazon.co.uk/Maths-Year-Targeted-Workbook-answers/dp/1789083168,https://images-eu.ssl-images-amazon.com/images/P/1789083168.01.L.jpg,,bestsellers_20250118.csv,KS3 Maths Year 7 Targeted Workbook (with answers) (CGP KS3 Targeted Workbooks),1789083168,{},,,,,Paperback
25,The Last Bear: Winner of the Blue Peter Award – ‘A dazzling debut’ THE TIMES,Hannah Gold,4.5,Paperback,4.7,2603.0,000841131X,9780008411312.0,320.0,Educational Books,8+,2025-01-18T12:28:31.486704,000841131X,https://www.amazon.co.uk/Last-Bear-stunning-childrens-battle/dp/000841131X,https://images-eu.ssl-images-amazon.com/images/P/000841131X.01.L.jpg,,bestsellers_20250118.csv,The Last Bear: Winner of the Blue Peter Award – ‘A dazzling debut’ THE TIMES,000841131X,{},,,,,Paperback
26,KS2 English SAT Buster 10-Minute Tests: Reading - Book 1 (for the 2025 tests),CGP Books,5.24,Paperback,4.7,1126.0,1782942394,9781782942399.0,72.0,Educational Books,10-11,2025-01-18T12:28:31.488320,1782942394,https://www.amazon.co.uk/KS2-English-Buster-10-Minute-Tests/dp/1782942394,https://images-eu.ssl-images-amazon.com/images/P/1782942394.01.L.jpg,,bestsellers_20250118.csv,KS2 English SAT Buster 10-Minute Tests: Reading - Book 1 (for the 2025 tests),1782942394,{},,,,,Paperback
27,"KS3 English Workbook (with answers): for Years 7, 8 and 9 (CGP KS3 Workbooks)",CGP Books,5.98,Paperback,4.6,3866.0,1847622585,9781847622587.0,120.0,Educational Books,10-12,2025-01-18T12:28:31.500300,1847622585,https://www.amazon.co.uk/KS3-English-Workbook-answers-CGP/dp/1847622585,https://images-eu.ssl-images-amazon.com/images/P/1847622585.01.L.jpg,,bestsellers_20250118.csv,"KS3 English Workbook (with answers): for Years 7, 8 and 9 (CGP KS3 Workbooks)",1847622585,{},,,,,Paperback
28,"Pokémon Annual 2025: Packed with action and adventure, this is the perfect gift for Pokémon fans ages 6 years and over. BRAND NEW FOR 2025",Pokémon,2.99,Hardcover,4.9,61.0,0008616779,9780008616779.0,72.0,Educational Books,6-8,2025-01-18T12:28:31.502255,0008616779,https://www.amazon.co.uk/POKEMON-ANNUAL-2025-adventure-filled-Pok%C3%A9mon/dp/0008616779,https://images-eu.ssl-images-amazon.com/images/P/0008616779.01.L.jpg,,bestsellers_20250118.csv,"Pokémon Annual 2025: Packed with action and adventure, this is the perfect gift for Pokémon fans ages 6 years and over. BRAND NEW FOR 2025",0008616779,{},,,,,Hardcover
29,"Frog's Day Out: A Lift-the-flap Story (Tales From Acorn Wood, 10)",Julia Donaldson,4.0,Board book,4.8,220.0,103500688X,9781035006885.0,12.0,Educational Books,2-3,2025-01-18T12:28:31.504089,103500688X,https://www.amazon.co.uk/Frogs-Day-Out-Lift-flap/dp/103500688X,https://images-eu.ssl-images-amazon.com/images/P/103500688X.01.L.jpg,,bestsellers_20250118.csv,"Frog's Day Out: A Lift-the-flap Story (Tales From Acorn Wood, 10)",103500688X,{},,,,,Board Book
30,"KS3 Spelling, Punctuation and Grammar 10-Minute Tests (includes answers): for Years 7, 8 and 9 (CGP KS3 10-Minute Tests)",CGP Books,5.51,Paperback,4.6,1560.0,178294656X,9781782946564.0,72.0,Educational Books,11-12,2025-01-18T12:28:31.506083,178294656X,https://www.amazon.co.uk/Spelling-Punctuation-Grammar-10-Minute-answers/dp/178294656X,https://images-eu.ssl-images-amazon.com/images/P/178294656X.01.L.jpg,,bestsellers_20250118.csv,"KS3 Spelling, Punctuation and Grammar 10-Minute Tests (includes answers): for Years 7, 8 and 9 (CGP KS3 10-Minute Tests)",178294656X,{},,,,,Paperback
1,Guinness World Records 2025,Guinness World Records,8.0,Hardcover,4.8,966.0,1913484556,9781913484552.0,256.0,Reference Books,,2025-01-18T12:28:32.381735,1913484556,https://www.amazon.co.uk/Guinness-World-Records-2025/dp/1913484556,https://images-eu.ssl-images-amazon.com/images/P/1913484556.01.L.jpg,,bestsellers_20250118.csv,Guinness World Records 2025,1913484556,{},,,,,Hardcover
2,"Lottie Brooks’s Essential Guide to Life: Write Your own Diary with Lottie: activities and advice from the hilarious Lottie Brooks! (Lottie Brooks, 7)",Katie Kirby,4.0,Paperback,4.7,184.0,0241647207,9780241647202.0,320.0,Reference Books,10-12,2025-01-18T12:28:32.383371,0241647207,https://www.amazon.co.uk/Lottie-Brookss-Essential-Guide-Life/dp/0241647207,https://images-eu.ssl-images-amazon.com/images/P/0241647207.01.L.jpg,,bestsellers_20250118.csv,"Lottie Brooks’s Essential Guide to Life: Write Your own Diary with Lottie: activities and advice from the hilarious Lottie Brooks! (Lottie Brooks, 7)",0241647207,{},,,,,Paperback
3,Ultimate Football Heroes 2025,,4.35,Paperback,4.3,67.0,1789467527,9781789467529.0,336.0,Reference Books,,2025-01-18T12:28:32.386090,1789467527,https://www.amazon.co.uk/Ultimate-Football-Heroes-2025/dp/1789467527,https://images-eu.ssl-images-amazon.com/images/P/1789467527.01.L.jpg,,bestsellers_20250118.csv,Ultimate Football Heroes 2025,1789467527,{},,,,,Paperback
4,Pokemon Encyclopedia: Updated and Expanded 2024: New updated final edition for 2024! The ultimate fact-packed book for Pokémon fans,Pokémon,8.0,Hardcover,4.8,881.0,0008659257,9780008659257.0,352.0,Reference Books,6-10,2025-01-18T12:28:32.388065,0008659257,https://www.amazon.co.uk/Pokemon-Encyclopedia-Expanded-ultimate-fact-packed/dp/0008659257,https://images-eu.ssl-images-amazon.com/images/P/0008659257.01.L.jpg,,bestsellers_20250118.csv,Pokemon Encyclopedia: Updated and Expanded 2024: New updated final edition for 2024! The ultimate fact-packed book for Pokémon fans,0008659257,{},,,,,Hardcover
5,"Weird but true! 2025: Discover weird, unbelievable facts and world records in this popular annual for the whole family (National Geographic Kids)",National Geographic Kids,13.87,Hardcover,4.7,177.0,0008694125,9780008694128.0,256.0,Reference Books,6-9,2025-01-18T12:28:32.389814,0008694125,https://www.amazon.co.uk/Weird-but-true-2025-Geographic/dp/0008694125,https://images-eu.ssl-images-amazon.com/images/P/0008694125.01.L.jpg,,bestsellers_20250118.csv,"Weird but true! 2025: Discover weird, unbelievable facts and world records in this popular annual for the whole family (National Geographic Kids)",0008694125,{},,,,,Hardcover
6,The Girl of Ink and Stars: winner of the British Book Awards' Children's Book of the Year,Kiran Millwood Hargrave,6.99,Paperback,4.6,7901.0,1910002747,9781910002742.0,240.0,Reference Books,9-12,2025-01-18T12:28:32.403207,1910002747,https://www.amazon.co.uk/Girl-Ink-Stars-Waterstones-Childrens/dp/1910002747,https://images-eu.ssl-images-amazon.com/images/P/1910002747.01.L.jpg,,bestsellers_20250118.csv,The Girl of Ink and Stars: winner of the British Book Awards' Children's Book of the Year,1910002747,{},,,,,Paperback
7,Guinness World Records Gamer's Edition 2025,Guinness World Records,6.49,Paperback,4.7,237.0,1913484521,9781913484521.0,192.0,Reference Books,7+,2025-01-18T12:28:32.405320,1913484521,https://www.amazon.co.uk/Guinness-World-Records-Gamers-2025/dp/1913484521,https://images-eu.ssl-images-amazon.com/images/P/1913484521.01.L.jpg,,bestsellers_20250118.csv,Guinness World Records Gamer's Edition 2025,1913484521,{},,,,,Paperback
8,Wonderful Words That Tell a Tale: An etymological exploration of over 100 everyday words,Tom Read Wilson,7.49,Hardcover,4.8,74.0,0711291632,9780711291638.0,112.0,Reference Books,8-12,2025-01-18T12:28:32.486436,0711291632,https://www.amazon.co.uk/Wonderful-Words-That-Tell-Tale/dp/0711291632,https://images-eu.ssl-images-amazon.com/images/P/0711291632.01.L.jpg,,bestsellers_20250118.csv,Wonderful Words That Tell a Tale: An etymological exploration of over 100 everyday words,0711291632,{},,,,,Hardcover
9,Oxford School Dictionary,,7.09,Paperback,4.5,467.0,0192786733,9780192786739.0,832.0,Reference Books,,2025-01-18T12:28:32.505855,0192786733,https://www.amazon.co.uk/Oxford-School-Dictionary-Dictionaries/dp/0192786733,https://images-eu.ssl-images-amazon.com/images/P/0192786733.01.L.jpg,,bestsellers_20250118.csv,Oxford School Dictionary,0192786733,{},,,,,Paperback
10,First Words Flashcards: Ideal for home learning (Collins Easy Learning Preschool),,7.35,Card Book,4.7,3931.0,0008201099,9780008201098.0,52.0,Reference Books,2-4,2025-01-18T12:28:32.523628,0008201099,https://www.amazon.co.uk/First-Flashcards-Collins-Learning-Preschool/dp/0008201099,https://images-eu.ssl-images-amazon.com/images/P/0008201099.01.L.jpg,,bestsellers_20250118.csv,First Words Flashcards: Ideal for home learning (Collins Easy Learning Preschool),0008201099,{},,,,,Card Book
11,Lift-the-Flap General Knowledge (See Inside),Alex Frith,6.0,Board book,4.8,2239.0,,9781409563990.0,16.0,Reference Books,4-7,2025-01-18T12:28:32.525655,1409563995,https://www.amazon.co.uk/Lift-Flap-General-Knowledge-Inside/dp/1409563995,https://images-eu.ssl-images-amazon.com/images/P/1409563995.01.L.jpg,,bestsellers_20250118.csv,Lift-the-Flap General Knowledge (See Inside),1409563995,{},,,,,Board Book
12,"Awesome Jokes That Every 6 Year Old Should Know!: Bucketloads of rib ticklers, tongue twisters and side splitters: 2",Mat Waugh,5.51,Paperback,4.6,9612.0,1999914724,9781999914721.0,69.0,Reference Books,6+,2025-01-18T12:28:32.556382,1999914724,https://www.amazon.co.uk/Awesome-Jokes-That-Every-Should/dp/1999914724,https://images-eu.ssl-images-amazon.com/images/P/1999914724.01.L.jpg,,bestsellers_20250118.csv,"Awesome Jokes That Every 6 Year Old Should Know!: Bucketloads of rib ticklers, tongue twisters and side splitters: 2",1999914724,{},,,,,Paperback
13,Collins Children’s World Wall Map: An illustrated poster for your wall: 12 (Collins Children's Poster),,6.43,Loose Leaf,4.7,2884.0,,,,Reference Books,,2025-01-18T12:28:32.574188,0008319790,https://www.amazon.co.uk/Collins-Childrens-World-Map-Maps/dp/0008319790,https://images-eu.ssl-images-amazon.com/images/P/0008319790.01.L.jpg,,bestsellers_20250118.csv,Collins Children’s World Wall Map: An illustrated poster for your wall: 12 (Collins Children's Poster),0008319790,{},,,,,Loose Leaf
14,Britannica All New Children's Encyclopedia: What We Know & What We Don't: 1,Christopher Lloyd,20.14,Hardcover,4.8,2060.0,1912920476,9781912920471.0,416.0,Reference Books,7-10,2025-01-18T12:28:32.593578,1912920476,https://www.amazon.co.uk/Britannica-All-New-Childrens-Encyclopedia/dp/1912920476,https://images-eu.ssl-images-amazon.com/images/P/1912920476.01.L.jpg,,bestsellers_20250118.csv,Britannica All New Children's Encyclopedia: What We Know & What We Don't: 1,1912920476,{},,,,,Hardcover
15,"Amazing Facts Every 8 Year Old Needs to Know: A hilarious illustrated book of trivia, the perfect boredom busting alternative to screen time for kids! (Amazing Facts Every Kid Needs to Know)",Catherine Brereton,4.99,Paperback,4.6,683.0,0008492190,9780008492199.0,96.0,Reference Books,7-8,2025-01-18T12:28:32.606982,0008492190,https://www.amazon.co.uk/Amazing-Facts-Every-Year-Needs/dp/0008492190,https://images-eu.ssl-images-amazon.com/images/P/0008492190.01.L.jpg,,bestsellers_20250118.csv,"Amazing Facts Every 8 Year Old Needs to Know: A hilarious illustrated book of trivia, the perfect boredom busting alternative to screen time for kids! (Amazing Facts Every Kid Needs to Know)",0008492190,{},,,,,Paperback
16,"Amazing Facts Every 9 Year Old Needs to Know: A hilarious illustrated book of trivia, the perfect boredom busting alternative to screen time for kids! (Amazing Facts Every Kid Needs to Know)",Catherine Brereton,4.99,Paperback,4.5,524.0,0008492204,9780008492205.0,96.0,Reference Books,9+,2025-01-18T12:28:32.623753,0008492204,https://www.amazon.co.uk/Amazing-Facts-Every-Year-Needs/dp/0008492204,https://images-eu.ssl-images-amazon.com/images/P/0008492204.01.L.jpg,,bestsellers_20250118.csv,"Amazing Facts Every 9 Year Old Needs to Know: A hilarious illustrated book of trivia, the perfect boredom busting alternative to screen time for kids! (Amazing Facts Every Kid Needs to Know)",0008492204,{},,,,,Paperback
17,Brilliant Maps: An Atlas for Curious Minds,Ian Wright,10.99,Paperback,4.7,658.0,1846276632,9781846276637.0,232.0,Reference Books,,2025-01-18T12:28:32.636367,1846276632,https://www.amazon.co.uk/Brilliant-Maps-Atlas-Curious-Minds/dp/1846276632,https://images-eu.ssl-images-amazon.com/images/P/1846276632.01.L.jpg,,bestsellers_20250118.csv,Brilliant Maps: An Atlas for Curious Minds,1846276632,{},,,,,Paperback
18,Jokes for 9 Year Olds: Awesome Jokes for 9 Year Olds - Birthday or Christmas Gifts for 9 Year Olds (Kids Joke Books Ages 6-12),,2.99,Paperback,4.4,1395.0,1913485064,9781913485061.0,51.0,Reference Books,,2025-01-18T12:28:32.651398,1913485064,https://www.amazon.co.uk/Jokes-Year-Olds-Birthday-Christmas/dp/1913485064,https://images-eu.ssl-images-amazon.com/images/P/1913485064.01.L.jpg,,bestsellers_20250118.csv,Jokes for 9 Year Olds: Awesome Jokes for 9 Year Olds - Birthday or Christmas Gifts for 9 Year Olds (Kids Joke Books Ages 6-12),1913485064,{},,,,,Paperback
19,Doctor Who: Annual 2025,Doctor Who,2.99,Hardcover,4.9,92.0,1405965282,9781405965286.0,64.0,Reference Books,8-12,2025-01-18T12:28:32.654564,1405965282,https://www.amazon.co.uk/Doctor-Who-Annual-2025/dp/1405965282,https://images-eu.ssl-images-amazon.com/images/P/1405965282.01.L.jpg,,bestsellers_20250118.csv,Doctor Who: Annual 2025,1405965282,{},,,,,Hardcover
20,Children's Bible Stories (Illustrated Treasury),Autumn Publishing,10.75,Hardcover,4.6,181.0,1803684828,9781803684826.0,256.0,Reference Books,3-8,2025-01-18T12:28:32.658159,1803684828,https://www.amazon.co.uk/Childrens-Bible-Stories-Illustrated-Treasury/dp/1803684828,https://images-eu.ssl-images-amazon.com/images/P/1803684828.01.L.jpg,,bestsellers_20250118.csv,Children's Bible Stories (Illustrated Treasury),1803684828,{},,,,,Hardcover
21,"The Lion, the Witch and the Wardrobe: Book 2 in the classic children’s fantasy adventure series (The Chronicles of Narnia, Book 2)",C. S. Lewis,4.49,Kindle Edition,4.5,18954.0,,,109.0,Reference Books,,2025-01-18T12:28:32.691461,B002UZ5J72,https://www.amazon.co.uk/Lion-Witch-Wardrobe-Chronicles-Narnia-ebook/dp/B002UZ5J72,https://images-eu.ssl-images-amazon.com/images/P/B002UZ5J72.01.L.jpg,,bestsellers_20250118.csv,"The Lion, the Witch and the Wardrobe: Book 2 in the classic children’s fantasy adventure series (The Chronicles of Narnia, Book 2)",B002UZ5J72,{},,The Chronicles of Narnia,2.0,B002UZ5J72,Digital
22,Encyclopedia Prehistorica Dinosaurs: The Definitive Pop-Up,Matthew Reinhart,21.35,Pop-Up,4.9,1889.0,0744586909,9780744586909.0,12.0,Reference Books,4-7,2025-01-18T12:28:32.702126,0744586909,https://www.amazon.co.uk/Encyclopedia-Prehistorica-Dinosaurs-Definitive-Pop-Up/dp/0744586909,https://images-eu.ssl-images-amazon.com/images/P/0744586909.01.L.jpg,,bestsellers_20250118.csv,Encyclopedia Prehistorica Dinosaurs: The Definitive Pop-Up,0744586909,{},,,,,Pop-Up
23,"Match Attax Annual 2025: The brand new and 100% official companion to the ultimate trading card game. Featuring the biggest teams and greatest players with facts, stats, puzzles for football fans!",Match Attax,8.35,Hardcover,4.5,29.0,0008658811,9780008658816.0,72.0,Reference Books,7-12,2025-01-18T12:28:32.704807,0008658811,https://www.amazon.co.uk/Match-Attax-Annual-2025-companion/dp/0008658811,https://images-eu.ssl-images-amazon.com/images/P/0008658811.01.L.jpg,,bestsellers_20250118.csv,"Match Attax Annual 2025: The brand new and 100% official companion to the ultimate trading card game. Featuring the biggest teams and greatest players with facts, stats, puzzles for football fans!",0008658811,{},,,,,Hardcover
24,"Super Interesting Facts For Smart Kids: 1272 Fun Facts About Science, Animals, Earth and Everything in Between",Jordan Moore,3.99,Kindle Edition,4.6,2445.0,,,146.0,Reference Books,,2025-01-18T12:28:32.708236,B0BGFMWNMD,https://www.amazon.co.uk/Super-Interesting-Facts-Smart-Kids-ebook/dp/B0BGFMWNMD,https://images-eu.ssl-images-amazon.com/images/P/B0BGFMWNMD.01.L.jpg,,bestsellers_20250118.csv,"Super Interesting Facts For Smart Kids: 1272 Fun Facts About Science, Animals, Earth and Everything in Between",B0BGFMWNMD,{},,,,,Digital
25,The Football School Encyclopedia: Everything you want to know about football,Alex Bellos,12.15,Hardcover,4.6,140.0,1529507588,9781529507584.0,144.0,Reference Books,7-10,2025-01-18T12:28:32.721175,1529507588,https://www.amazon.co.uk/Football-School-Encyclopedia-Everything-football/dp/1529507588,https://images-eu.ssl-images-amazon.com/images/P/1529507588.01.L.jpg,,bestsellers_20250118.csv,The Football School Encyclopedia: Everything you want to know about football,1529507588,{},,,,,Hardcover
